,titles,locations,prices
1534,5 Bed Villa with En Suite in Kyuna,"Kyuna, Westlands",150000000.0
1535,4 Bed Villa with Swimming Pool at Lakers Road,"Lakers road, Mkomani, Nyali",7250000.0
1536,4 Bed Townhouse with En Suite in Lavington,Lavington,280000000.0
1537,4 Bed Townhouse with En Suite in Lavington,Lavington,80000000.0
1538,4 Bed Townhouse with En Suite in Lavington,Lavington,39000000.0
1539,5 Bed Townhouse with En Suite in Lavington,Lavington,6500000.0
1540,5 Bed Townhouse with En Suite in Lavington,Lavington,185000000.0
1541,5 Bed Townhouse with En Suite in Lavington,Lavington,14350000.0
1542,5 Bed Townhouse with En Suite in Lavington,Lavington,11500000.0
1543,5 Bed Townhouse with En Suite in Kahawa Sukari,"Kahawa Sukari, Roysambu",180000000.0
1544,4 Bed House with En Suite in Ridgeways,Ridgeways,130000000.0
1545,6 Bed House with En Suite in Lavington,Lavington,22000000.0
1546,4 Bed Townhouse with En Suite in Lavington,Lavington,26500000.0
1547,4 Bed Townhouse with En Suite in Lavington,Lavington,85000000.0
1548,5 Bed Townhouse with En Suite in Lavington,Lavington,90000000.0
1549,4 Bed Villa with En Suite in Garden Estate,"Garden Estate, Roysambu",130000000.0
1550,4 Bed Townhouse with En Suite in Lavington,Lavington,24000000.0
1551,5 Bed Townhouse with En Suite in Lavington,Lavington,8500000.0
1552,4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",95000000.0
1553,5 Bed House with En Suite in Runda,"Runda, Westlands",55000000.0
1554,4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",150000000.0
1555,3 Bed House with En Suite in Ngong,Ngong,5500000.0
1556,4 Bed House with En Suite in Karen,Karen,65000000.0
1557,3 Bed Townhouse with En Suite at Mtwapa,"mtwapa, Mtwapa",40000000.0
1558,3 Bed House with Garden at Lenana Road,"Lenana Road, Kilimani",85000000.0
1559,5 Bed House with Garden in Runda,"Runda, Westlands",110000000.0
1560,5 Bed House with En Suite at Mimosa Drive,"Mimosa Drive, Runda, Westlands",400000000.0
1561,7 Bed House with En Suite at Un Crescent,"UN crescent, Gigiri, Westlands",180000000.0
1562,4 Bed House with En Suite in Kiambu Road,Kiambu Road,62000000.0
1563,4 Bed House with En Suite at Off Paradise Lost Road,"Off Paradise Lost Road, Kiambu Road",38000000.0
1564,5 Bed House with En Suite at Githingiri Area,"Githingiri Area, Thika",46000000.0
1565,4 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",160000000.0
1566,5 Bed House with En Suite at Mimosa Road,"83, Mimosa Road, Runda, Westlands",24480000.0
1567,4 Bed Townhouse with En Suite at Karen,Karen,95000000.0
1568,3 Bed House with En Suite at Forest Road,"Forest Road, Kiserian",260000000.0
1569,4 Bed Villa with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",16000000.0
1570,4 Bed House in Kiambu Road,Kiambu Road,45000000.0
1571,4 Bed Villa with En Suite at Peponi Rd,"Peponi Rd, Spring Valley, Westlands",17000000.0
1572,5 Bed House with En Suite in Kamakis,"Kamakis, Ruiru",5850000.0
1573,4 Bed House with Staff Quarters in Lavington,"Chalbi drive, Lavington",30000000.0
1574,5 Bed Villa with En Suite at Nairobi,"Nairobi, Lavington",150000000.0
1575,3 Bed Townhouse with En Suite at Kenpipe Gardens,"Kenpipe Gardens, Kitengela",65000000.0
1576,4 Bed Townhouse with En Suite at Kenpipe Gardens,"Kenpipe Gardens, Kitengela",115000000.0
1577,3 Bed House with En Suite at Kenpipe Gardens,"Kenpipe Gardens, Kitengela",16280000.0
1578,4 Bed House with En Suite at Kenpipe Gardens,"Kenpipe Gardens, Kitengela",64000000.0
1579,4 Bed House in Syokimau,Syokimau,42000000.0
1580,6 Bed Villa with En Suite in Diani,Diani,185000000.0
1581,4 Bed House with En Suite at Milimani,"Milimani, Kitengela",24980000.0
1582,3 Bed House with En Suite in Kitengela,Kitengela,13000000.0
1583,3 Bed House with En Suite in Kitengela,Kitengela,22000000.0
1584,3 Bed House with En Suite in Kitengela,Kitengela,70000000.0
1585,4 Bed House in Kitengela,Kitengela,85000000.0
1586,3 Bed House with En Suite in Kitengela,Kitengela,44000000.0
1587,3 Bed House with En Suite in Kitengela,Kitengela,92000000.0
1588,5 Bed Townhouse with En Suite at Syokimau,Syokimau,22000000.0
1589,5 Bed Villa in Riverside,"Riverside, Westlands",33000000.0
1590,4 Bed House with En Suite in Runda,"Runda, Westlands",82000000.0
1591,4 Bed House with Staff Quarters in Kiambu Road,Kiambu Road,55000000.0
1592,5 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",5500000.0
1593,5 Bed House with En Suite at Ngecha Rd,"Ngecha Rd, Kitisuru, Westlands",350000000.0
1594,6 Bed Townhouse with En Suite in Diani,Diani,65000000.0
1595,4 Bed House with En Suite at Ruiru,"Githunguri road, Ruiru, Thika Road",40000000.0
1596,4 Bed House in Kikuyu Town,"Kikuyu Town, Kikuyu",110000000.0
1597,3 Bed House with En Suite in Athi River,Athi River,85000000.0
1598,5 Bed Townhouse with En Suite at Convent Drive,"78, Convent Drive, Lavington",16980000.0
1599,3 Bed Townhouse with En Suite at Mt Kenya,"0105, Mt Kenya, Nyali Area, Nyali",90000000.0
1600,4 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",18000000.0
1601,5 Bed House with En Suite in Karen,Karen,95000000.0
1602,3 Bed House with Garden in Lavington,Lavington,60000000.0
1603,3 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",250000000.0
1604,5 Bed House with En Suite at Runda,"Runda,Runda, Runda, Westlands",44950000.0
1605,3 Bed House with En Suite in Ngong,Ngong,65000000.0
1606,4 Bed Villa with Swimming Pool in Vipingo,Vipingo,9800000.0
1607,4 Bed House with En Suite in Kiambu Road,Kiambu Road,30300000.0
1608,5 Bed Townhouse with En Suite in Lavington,Lavington,16900000.0
1609,4 Bed House with En Suite in Brookside,"Brookside, Westlands",600000000.0
1610,5 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",13000000.0
1611,3 Bed House with En Suite at Githunguri Road,"Exit 12, Githunguri road, Kenyatta Road",36000000.0
1612,4 Bed House with En Suite in Garden Estate,"Garden Estate, Roysambu",140000000.0
1613,4 Bed Townhouse with En Suite at Mugutha,"Mugutha, Ruiru",40000000.0
1614,3 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",48000000.0
1615,4 Bed Townhouse with Garden at Mugutha,"Mugutha, Ruiru",85000000.0
1616,5 Bed House with En Suite at Membley,"Kiwanja, Membley, Ruiru",90000000.0
1617,5 Bed House at Kamakis,"Kamakis, Ruiru",75000000.0
1618,6 Bed House with En Suite in Runda,"Runda, Westlands",26000000.0
1619,4 Bed House with En Suite in Karen,Karen,160000000.0
1620,4 Bed Townhouse with En Suite in Shanzu,Shanzu,125000000.0
1621,4 Bed Villa with En Suite at Bamburi,Bamburi,95000000.0
1622,4 Bed Townhouse with En Suite in Kitengela,Kitengela,8000000.0
1623,4 Bed Townhouse with En Suite in Syokimau,Syokimau,50000000.0
1624,5 Bed House with En Suite at Garden Estate,"Garden estate, Garden Estate, Roysambu",25000000.0
1625,4 Bed House with En Suite in Kiambu Road,Kiambu Road,45000000.0
1626,4 Bed Townhouse with En Suite at Thika Road,"Thika Road, Garden Estate, Roysambu",6200000.0
1627,5 Bed House with En Suite in Kitengela,Kitengela,49500000.0
1628,4 Bed House with En Suite at Ruiru,"ruiru, Ruiru",105000000.0
1629,3 Bed Townhouse with En Suite at Tezo,"tezo, Mtwapa",16500000.0
1630,3 Bed House with Garden in Mombasa Road,Mombasa Road,14000000.0
1631,4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",195000000.0
1632,6 Bed Villa with En Suite in Ngong,Ngong,42000000.0
1633,3 Bed House with En Suite in Ngong,Ngong,100000000.0
1634,5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,325000000.0
1635,5 Bed House with En Suite in Thika,Thika,63000000.0
1636,3 Bed House with En Suite in Ruiru,Ruiru,28000000.0
1637,4 Bed Townhouse with En Suite at Off Convent Drive,"Off Convent Drive, Lavington",85000000.0
1638,3 Bed House with Borehole in Kitengela,Kitengela,58000000.0
1639,4 Bed Townhouse with En Suite in Thika,Thika,95000000.0
1640,4 Bed Townhouse with En Suite in South C,South C,45000000.0
1641,5 Bed Villa with En Suite at Kileleshwa,Kileleshwa,25000000.0
1642,5 Bed Townhouse with En Suite at Nyali,"Nyali, Nyali Area",17000000.0
1643,4 Bed Townhouse with En Suite in Lavington,Lavington,58500000.0
1644,5 Bed Villa with En Suite in Lavington,Lavington,90200000.0
1645,5 Bed Townhouse with En Suite at Nyali,"Nyali, Nyali Area",150000000.0
1646,5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,115000000.0
1647,5 Bed Villa with En Suite at Muthangari Road,"muthangari road, Lavington",57000000.0
1648,4 Bed Townhouse with En Suite in Lavington,Lavington,93000000.0
1649,4 Bed Townhouse with En Suite in Lavington,Lavington,52500000.0
1650,5 Bed Townhouse with En Suite in Lavington,Lavington,98000000.0
1651,6 Bed Townhouse with En Suite in Lavington,Lavington,35000000.0
1652,4 Bed Villa with En Suite at Nyali,"Nyali, Nyali Area",110000000.0
1653,5 Bed Villa with En Suite at Diani Beach Road,"80400, Diani beach Road, Diani",12500000.0
1654,4 Bed House with En Suite at Nyali,"Nyali, Nyali Area",100000000.0
1655,4 Bed House with En Suite at Utange,"Utange, Bamburi",48500000.0
1656,4 Bed Villa with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",130000000.0
1657,3 Bed Townhouse with En Suite at Mtwapa,Mtwapa,33000000.0
1658,3 Bed House with En Suite at Acacia,"acacia, Kitengela",15000000.0
1659,4 Bed Townhouse with En Suite at Njathaini,"Njathaini, Kiambu Road",16000000.0
1660,4 Bed House with En Suite in Ngong,Ngong,60000000.0
1661,3 Bed Townhouse with En Suite in Ngong,Ngong,250000000.0
1662,4 Bed Townhouse with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",45000000.0
1663,4 Bed Townhouse with En Suite in Lavington,Lavington,17000000.0
1664,5 Bed Villa with En Suite in Garden Estate,"Garden Estate, Roysambu",18000000.0
1665,6 Bed House with En Suite in Runda,"Runda, Westlands",10500000.0
1666,4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",65000000.0
1667,4 Bed House with En Suite in Runda,"Runda, Westlands",6500000.0
1668,4 Bed Townhouse in Rhapta Road,"Rhapta Road, Westlands",32000000.0
1669,4 Bed House in Runda,"Runda, Westlands",320000000.0
1670,10 Bed House with En Suite in Kilifi,Kilifi,35000000.0
1671,5 Bed Townhouse with En Suite at Lavington,"89, Lavington",22500000.0
1672,4 Bed Townhouse with En Suite in Athi River,Athi River,19000000.0
1673,5 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,78000000.0
1674,5 Bed Townhouse with En Suite in Lavington,Lavington,12000000.0
1675,3 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",220000000.0
1676,6 Bed Townhouse with Staff Quarters in Karen,Karen,63000000.0
1677,5 Bed House with En Suite in Nyali Area,"Nyali Area, Nyali",75000000.0
1678,5 Bed House with En Suite in Lavington,Lavington,15000000.0
1679,3 Bed Townhouse with En Suite at Mtwapa,Mtwapa,60000000.0
1680,5 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",33662200.0
1681,6 Bed Townhouse in Westlands Area,"Westlands Area, Westlands",300000000.0
1682,4 Bed Townhouse with En Suite at Kirawa Rd,"Kirawa Rd, Kitisuru, Westlands",47500000.0
1683,4 Bed House with En Suite in Malindi,Malindi,120000000.0
1684,3 Bed House with En Suite at Nakuru,Nakuru,55000000.0
1685,2 Bed House with En Suite in Watamu,Watamu,7500000.0
1686,6 Bed Villa with En Suite in Watamu,Watamu,65000000.0
1687,7 Bed Villa with En Suite at Nyali,"Nyali, Nyali Area",32000000.0
1688,4 Bed House with En Suite at Joska,"Joska, Kamulu Joska Malaa",8500000.0
1689,5 Bed Townhouse with En Suite in Garden Estate,"Garden Estate, Roysambu",110000000.0
1690,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,180000000.0
1691,5 Bed Villa with En Suite in Watamu,Watamu,100000000.0
1692,4 Bed Townhouse with En Suite in Eastern ByPass,"Eastern ByPass, Ruiru",34000000.0
1693,5 Bed Townhouse at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",78000000.0
1694,4 Bed Townhouse with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",13000000.0
1695,2 Bed House with Swimming Pool at Shanzu Go Khart,"Shanzu Go khart, Shanzu",22000000.0
1696,5 Bed House with Staff Quarters in Kitisuru,"Kitisuru, Westlands",27000000.0
1697,4 Bed House with En Suite in Vipingo,Vipingo,40000000.0
1698,5 Bed Villa with En Suite in Karen,Karen,125000000.0
1699,4 Bed House with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",25000000.0
1700,6 Bed House with En Suite in Nyali Area,"Nyali Area, Nyali",6000000.0
1701,5 Bed House with En Suite in Nyali Area,"Nyali Area, Nyali",30000000.0
1702,3 Bed House with En Suite at Beach Road,"Nyali beach road, Beach road, Nyali Area, Nyali",80000000.0
1703,5 Bed Villa with En Suite in Gigiri,"Gigiri, Westlands",13600000.0
1704,4 Bed Townhouse with En Suite in Eastern ByPass,"Eastern ByPass, Ruiru",7500000.0
1705,4 Bed Townhouse with En Suite in Lavington,Lavington,65000000.0
1706,4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",9800000.0
1707,4 Bed Townhouse with En Suite in Karen,Karen,57000000.0
1708,3 Bed Townhouse with En Suite at Mtwapa Township,"Mtwapa, Mtwapa township",105000000.0
1709,5 Bed House with En Suite in Mombasa Island,Mombasa Island,42000000.0
1710,4 Bed Villa with En Suite at Bamburi Mtambo Mombasa,"Bamburi, Bamburi mtambo Mombasa",82000000.0
1711,5 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",35000000.0
1712,3 Bed House with En Suite at Plainsview,"Plainsview, South B",100000000.0
1713,3 Bed House with En Suite in Embakasi,Embakasi,285000000.0
1714,4 Bed House with En Suite in Loresho,"Loresho, Westlands",70000000.0
1715,4 Bed House with Garden at Phase 5,"PHASE 5, Buruburu",27000000.0
1716,5 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",85000000.0
1717,5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,26000000.0
1718,3 Bed House with En Suite at Naivas Bamburi,"Naivas Bamburi, Bamburi",98800000.0
1719,5 Bed House with En Suite in Waiyaki Way,"Waiyaki Way, Westlands",6800000.0
1720,5 Bed Townhouse with En Suite in Karen,Karen,60000000.0
1721,3 Bed Villa with Staff Quarters at Vipingo Ridge,"Vipingo Ridge, Vipingo",50000000.0
1722,2 Bed House with Garden in Kitengela,Kitengela,45000000.0
1723,4 Bed House with En Suite in Ongata Rongai,Ongata Rongai,10500000.0
1724,5 Bed House with En Suite at Mokoyeti South Road,"78s, Mokoyeti south Road, Karen",13500000.0
1725,5 Bed House with En Suite in Runda,"Runda, Westlands",6000000.0
1726,4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,30000000.0
1727,4 Bed Townhouse with En Suite in Lavington,Lavington,150000000.0
1728,4 Bed House with En Suite in Ongata Rongai,Ongata Rongai,62000000.0
1729,5 Bed House with En Suite in Ngong,Ngong,32000000.0
1730,4 Bed House with En Suite in Ongata Rongai,Ongata Rongai,8500000.0
1731,5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",35000000.0
1732,4 Bed House with En Suite in Nyali Area,"Nyali Area, Nyali",22500000.0
1733,4 Bed Villa with En Suite in Kikambala,Kikambala,11500000.0
1734,6 Bed House with En Suite at Runda Road,"55, Runda Road, Runda, Westlands",130000000.0
1735,3 Bed Villa with En Suite at Mtwapa,"Mtepeni, Mtwapa",28000000.0
1736,4 Bed House with Staff Quarters in Kiambu Road,Kiambu Road,7800000.0
1737,4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",160000000.0
1738,4 Bed House in Nyali Area,"Nyali Area, Nyali",60000000.0
1739,6 Bed Townhouse with En Suite at Lavington Road,"71, Lavington Road, Lavington",45000000.0
1740,5 Bed Townhouse with En Suite in Lavington,Lavington,19500000.0
1741,4 Bed House with En Suite at Mugumo Road,"85H, mugumo Road, Lavington",25000000.0
1742,4 Bed House in Lavington,Lavington,23000000.0
1743,6 Bed Townhouse with En Suite in Lavington,Lavington,18000000.0
1744,5 Bed Townhouse with En Suite in Lavington,Lavington,300000000.0
1745,5 Bed Townhouse with En Suite in Karen,Karen,24000000.0
1746,3 Bed House with En Suite in Loresho,"Loresho, Westlands",76550000.0
1747,3 Bed House with En Suite at Kamangu,"Kamangu, Kikuyu Town, Kikuyu",150000000.0
1748,5 Bed House with En Suite at Mtwapa,"La-marina side, Mtwapa",62000000.0
1749,4 Bed Villa with En Suite in Runda,"Runda, Westlands",11000000.0
1750,4 Bed Townhouse with En Suite in Thika,Thika,6500000.0
1751,3 Bed Villa with En Suite at Mtwapa Creekside,"La-marina, Mtwapa creekside, Mtwapa",35000000.0
1752,2 Bed House with En Suite at Mtwapa Creekside,"Aloo drive Mtwapa, Mtwapa creekside, Mtwapa",19000000.0
1753,4 Bed Villa with En Suite at Malindi,"Billionaire street, Malindi",12000000.0
1754,3 Bed House with En Suite in Ongata Rongai,Ongata Rongai,92440842.0
1755,4 Bed Townhouse in General Mathenge,"General Mathenge, Westlands",85000000.0
1756,5 Bed Villa with En Suite at Kahawa,"KAHAWA, Kahawa Sukari, Roysambu",90000000.0
1757,5 Bed House with En Suite in Runda,"Runda, Westlands",26000000.0
1758,3 Bed House with En Suite at Acacia,"acacia, Kitengela",95000000.0
1759,4 Bed House with En Suite in Syokimau,Syokimau,250000000.0
1760,4 Bed Townhouse with En Suite at Off James Gichuru Road,"Off James Gichuru Road, Lavington",50000000.0
1761,2 Bed Villa with En Suite in Diani,Diani,25000000.0
1762,3 Bed House with En Suite at Kitengela,Kitengela,45000000.0
1763,5 Bed Townhouse with En Suite at Kileleshwa,"kileleshwa, Kilimani",17000000.0
1764,4 Bed Townhouse with En Suite in Lavington,Lavington,300000000.0
1765,5 Bed Villa with En Suite in Lavington,Lavington,53000000.0
1766,5 Bed Townhouse with En Suite in Lavington,Lavington,150000000.0
1767,3 Bed House with En Suite in Kitengela,Kitengela,65000000.0
1768,4 Bed House in Kasarani,Kasarani,100000000.0
1769,5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",43000000.0
1770,5 Bed Villa with En Suite in Kiambu Road,Kiambu Road,13000000.0
1771,5 Bed House with En Suite at Gigiri Road,"45, Gigiri Road, Gigiri, Westlands",140000000.0
1772,5 Bed House with En Suite at Runda Road,"078, Runda Road, Runda, Westlands",28000000.0
1773,4 Bed House at Marula Lane,"Marula Lane, Karen",85000000.0
1774,4 Bed Townhouse with En Suite at Riara Road,"78, Riara Road, Lavington",58000000.0
1775,5 Bed House with En Suite at Convent Drive,"444, Convent Drive, Lavington",9000000.0
1776,3 Bed House with En Suite at Kanamai,"Kanamai, Mtwapa",20000000.0
1777,4 Bed Townhouse with En Suite in Lavington,Lavington,75000000.0
1778,3 Bed Townhouse with En Suite in Lavington,Lavington,18550000.0
1779,4 Bed House with En Suite in Karen,Karen,400000000.0
1780,4 Bed Townhouse with En Suite at Off Kiambu Road,"Off Kiambu Road, Kiambu Road",23000000.0
1781,5 Bed Villa with En Suite in Karen,Karen,300000000.0
1782,5 Bed Townhouse with Staff Quarters at Kaputei Road,"Kaputei road, Lavington",120000000.0
1783,3 Bed Townhouse with En Suite at Mtwapa,"mtwapa, Mtwapa",80000000.0
1784,4 Bed Townhouse with En Suite in Riverside,"Riverside, Westlands",150000000.0
1785,4 Bed Townhouse with En Suite in Lavington,Lavington,115000000.0
1786,5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",6500000.0
1787,4 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",110000000.0
1788,3 Bed House with En Suite in Vipingo,Vipingo,34000000.0
1789,5 Bed House with En Suite in Runda,"Runda, Westlands",21950000.0
